animeID,name,scored
11359,"Minami Kamakura Koukou Joshi Jitenshabu: Kita yo, Taiwan!",6.5
11360,Sengoku Choujuu Giga: Otsu,5.93
11361,Yareruko! Densha Ecchi,6.85
11362,Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu (TV),5.65
11363,Youjo Shenki,6.77
11364,Shita-kiri Suzume (1974),4.57
11365,Kumo no Gakkou,6
11366,Mahoujin Guruguru (2017),7.96
11367,Fussa Shi PR Anime,4.67
11368,Meikoku Gakuen: Jutai-hen,7.09
11369,Blood Lad: Kanketsu Kinen,6.57
11370,ChäoS;Child Episode 0,6.37
11371,Rilu Rilu Fairilu: Yousei no Door,6.78
11372,Kuma no Gakkou: Patissier Jackie to Ohisama no Sweets,6.67
11373,Fuusen Inu Tinny: Nandaka Fushigi na - Kyouryuu no Kuni,5
11374,Town Workers,5.79
11375,Momoiro Bouenkyou Anime Edition,5.76
11376,Green Eyes: Ane Kyun! yori The Animation,6.83
11377,Chen-Kuro Gakuen,5.61
11378,Kine-Pass Gekijou,4.33
11379,Kuro-Nikuru Girls,5.44
11380,Chein Kuro-Nikuru!!,5.4
11381,Elsword: Ain-ui Gieog Animation,6.48
11382,Dynamic Chord,4.69
11383,Eureka Seven AO Final Episode: One More Time - Lord Don&#039;t Slow Me Down,6.72
11384,91 Days Special,6.87
11385,Ar:pieL - 6-seosgaeui Unmyeong,0
11386,Tama Pawns,5.18
11387,Kuroko no Basket: Oshaberi Shiyou ka,7.17
11388,Tamashichi!,5
11389,Idol Time PriPara,7.22
11390,Shin Biofermin S,4.73
11391,Yoake Tsugeru Lu no Uta,7.48
11392,Yukai na Animal Bus,5.5
11393,Tamashii Insert,7.03
11394,Servamp: Hai ni Mamireta Shoukei - All the world&#039;s a stage,7.18
11395,Yuru Camp△,8.36
11396,PriPri Chii-chan!!,6.25
11397,Action Heroine Cheer Fruits,6.57
11398,Cobalt World,6.55
11399,ViVid Strike! Specials,6.8
11400,Susume! Godzilland,5.82
11401,Ningyohime,5.27
11402,Zo Zo Zo Zombie-kun,4.42
11403,Sakura Internet,5.78
11404,Mazinger Z Movie: Infinity,6.97
11405,"Seiso de Majime na Kanojo ga, Saikyou Yaricir ni Kanyuu Saretara...? The Animation",6.22
11406,Tsuki ga Kirei,8.35
11407,Souryo to Majiwaru Shikiyoku no Yoru ni...,4.6
11408,Keppeki Danshi! Aoyama-kun,7.03
11409,Maple Town Monogatari (Movie),5.75
11410,Dance with Devils: Fortuna,6.92
11411,Hanitarou Desu.,5.83
11412,Macross (2018),0
11413,Hina Logi: From Luck & Logic,6.75
11414,Crayon Shin-chan Gaiden: Kazokuzure Ookami,6.7
11415,Future Card Buddyfight Battsu,6.26
11416,Sanrio Danshi,6.69
11417,Kitsune Tsuki,6.25
11418,Haruniwa Ie no 3 Nin-me,6.83
11419,Ponkotsu Quest x Monsterz,5.25
11420,Ponkotsu Quest x Gatchaman Special,5.04
11421,Ponkotsu Quest Specials,5.5
11422,Ponkotsu Quest: Maou to Haken no Mamono-tachi Specials,6
11423,Sagaken wo Meguru Animation (2017),5.54
11424,Konohana no Sakuya Mori,5.6
11425,This Is My House,0
11426,Kaibutsu Gakushou,5.67
11427,Pikaia!!,5.05
11428,Gabriel DropOut Specials,7.77
11429,Cluster A,5.46
11430,Everyday Affair,5.21
11431,Toward Morning,5.26
11432,Tick Tock,4.25
11433,Dance XX,5
11434,Palladium: siroPd Motion Collective,5.7
11435,Xianjing Chuanshuo RO: Shouhu Yongheng De Ai,6.11
11436,Zoku Touken Ranbu: Hanamaru,7.38
11437,"Wake Up, Girl Zoo! Taiwan de Go!",5.65
11438,Yu☆Gi☆Oh! VRAINS,6.77
11439,Prism Season,6.22
11440,BanG Dream!: Asonjatta!,6.92
11441,Sore Ike! Anpanman: Buruburu no Takarasagashi Daibouken!,5.4
11442,Tapuri Card x Kaijuu Sakaba Kanpai: Kanegon no Shuchou,4.27
11443,Kaettekita Dr. Slump: Arale-chan Special,5.58
11444,Dr. Slump: Arale-chan - Penguin Mura no Shouboutai,5.63
11445,Aho Girl,7.26
11446,Keijo!!!!!!!! Specials,6.6
11447,Against,4.55
11448,Makeruna!! Aku no Gundan!,5.31
11449,Cerberus,5.53
11450,Buppu na Mainichi,5.17
11451,Gakuen Senki Muryou Recaps,5.83
11452,Ancien to Mahou no Tablet: Mou Hitotsu no Hirune Hime,6.32
11453,Zutto Suki Datta,5.82
11454,Monmusu Quest!,6.99
11455,Biblia Koshodou no Jiken Techou,0
11456,Beyblade Burst God,6.66
11457,Tsurezure Children,7.89
11458,RoboMasters the Animated Series,6.61
11459,Youjo Senki Recap,6.34
11460,Duel Masters (2017),4.87
11461,Through the Windows,5.69
11462,Calihara no Uta,5.55
11463,Heya (Music),5.44
11464,Cine Mileage Card x Asa da yo! Kaishain,3.55
11465,New Game!!,7.91
11466,The iDOLM@STER SideM,7.43
11467,Yaiyai Mori no Comic,4.75
11468,Kekkon wo Iwau Usagi to Tora,3.73
11469,Nenbutsu Monogatari,6.25
11470,Butten Monogatari,3.2
11471,Shinran Shounin to Ousha-jou no Higeki,5.33
11472,Rilu Rilu Fairilu: Mahou no Kagami,6.37
11473,Akindo Sei no Little Peso,5.14
11474,Kotowa Jiten: Hetana Teppou mo Kazu Ucha Ataru!,4.64
11475,Joubuna Tire!,5.5
11476,Funi Funi Marshmallow,5.17
11477,Kakegurui,7.56
11478,Koi to Uso,6.81
11479,Yowai Robot to 10 no Story Project,4.82
11480,Sword of Phantasia,5.54
11481,Ichinen Buri no The Animation,6.32
11482,Tales of the Rays,6.08
11483,Dongguo Xiaojie,6.46
11484,Queen&#039;s Blade: Unlimited,0
11485,T7S Longing for Summer Again and Again: Harukaze,6.49
11486,Bungou Stray Dogs: Dead Apple,7.89
11487,Yuki no Joou,5.06
11488,HEROISM++,0
11489,Hakuouki: Otogisoushi - Special,6.25
11490,Puru Pom,4.5
11491,Koi to Byonetsu,0
11492,Yoshichirou no Keirei,5.8
11493,Kyoudai Koguma,4.72
11494,Ookami wa Ookamida,4.2
11495,Sakana no Kuni,4.85
11496,Gakuen Shinshoku: XX of the Dead,6.56
11497,Tesapuru dayo! Schedule no Au Hito dake Shuugou!,4.44
11498,Yume Oukoku to Nemureru 100 Nin no Ouji-sama: Short Stories,6.62
11499,Digimon Adventure tri. 5: Kyousei,7.39
11500,Yarimoku Beach ni Shuugakuryokou de!! The Animation,7.08
11501,Killing Bites,6.86
11502,Jigoku Shoujo: Yoi no Togi,6.6
11503,Tsubo,5.51
11504,Hakubo,0
11505,Love Live! Sunshine!! 2nd Season,7.79
11506,Aragne no Mushikago,0
11507,Marvel Future Avengers,5.06
11508,Nobunaga no Shinobi: Ise Kanegasaki-hen,7.13
11509,Shounen Ashibe: Go! Go! Goma-chan 2,5.81
11510,Fin-tan,4.53
11511,Roba,5.23
11512,Koi wa Ameagari no You ni,7.66
11513,Shinkansen Henkei Robo Shinkalion,4.6
11514,Unicorn no Kyupi,4.5
11515,Byoudoku no Denpa,4.83
11516,Namake Gitsune,5
11517,Ao no Strada,5.48
11518,Kiitarou Shounen no Youkai Enikki: Jonan no Saijitsu,6.14
11519,To LOVE-Ru: Multiplication - Mae kara Ushiro kara,7.26
11520,Aware! Meisaku-kun: Meiji Saite Oishii Mozzarella,3.88
11521,Tanoshii Saki Uta Animation,4.82
11522,T-sensei,6.6
11523,Happy Party Train,7.73
11524,Kamigami no Ki: Xmas Special,5.38
11525,Midori no Kuni no Otomodachi: Koeda-chan,3.75
11526,Berserk Recap,6.17
11527,Yankee Hamster,6.61
11528,Ani ni Tsukeru Kusuri wa Nai!,7.38
11529,Osomatsu-san Movie,0
11530,Osomatsu-san Short Episode,0
11531,Sekai Jinken Sengen,6
11532,Hashire John,9.5
11533,Yuuki Aru Hotaru to Tobe Nai Hotaru,7.33
11534,Jun ga Kureta Inochi,4.67
11535,Onita no Boushi,1.67
11536,"""Eikou Naki Tensai-tachi"" Kara no Monogatari",5.5
11537,Hitori no Toki ga Abunai!,3
11538,Jibun de Jibun wo Mamoru,5
11539,Baka Dakedo Chinchin Shaburu no dake wa Jouzu na Chii-chan♡,7.13
11540,Tensei Kendo no Harem Colosseo,6.73
11541,Shiro to Takeshi,8.5
11542,Aoi Meno Ningyou Monogatari,3.67
11543,Kitty to Mimmy no Atarashii Kasa,5.57
11544,Sam to Chip no wa Hachamecha Dai Race,5
11545,Pokopon no Kitsune-gawa Onsen Henshin Gassen,5.83
11546,Sam-chan no Obake Nanka Kowaku Nai,6.5
11547,Eddy & Emmy no Initial Ring wa Futari de,5.14
11548,Pokopon no Satogaeri,4.75
11549,Eigo de Utatte Asobou,5
11550,Hello Kitty to Miyou: Nihon Mukashibanashi,5.7
11551,Minna no Taabou Konnichiwa,6.75
11552,Uchuu Bouei-tai Taabou no Shinkirou Hoshi wo Sukue!,5.25
11553,Uchuu Bouei-tai Taabou no Toki no Tomatta Hoshi,4.43
11554,To Be Hero 2,7.14
11555,Four Youth,0
11556,Mirai e no Tegami: Kono Michi no Tochuu kara,5.67
11557,Anime Tengu no Kakuresato,5.22
11558,Minna ga Shitteru: Kokoro Atatamaru Natsukashii  Ohanashi Series,7.6
11559,Eiga de Utaou! Mother Goose,3.83
11560,Nendjuugyouji Animation Series,5
11561,Kagee Anime Series,5
11562,Minwa Anime Series,7.25
11563,Ni wa no Kotori,8.25
11564,Mametarou Ganbare,7.5
11565,Tsuki no Mine no Ookami,7.6
11566,Furidashita Ame,5
11567,Trojan wo Jibun no Te de,5.33
11568,Nobara (OVA),4.5
11569,Nihon no Obake-banashi,6
11570,Ohanashi de Te Koi,6.2
11571,Mahoutsukai no Yome,8.3
11572,Dog Days&#039;&#039;: Konshuu no Arasuji,0
11573,Osomatsu-san 2nd Season,7.7
11574,Sekai no Yami Zukan,4.63
11575,3-Nen D-Gumi Glass no Kamen: Tobidase! Watashitachi no Victory Road,4.5
11576,Noah&#039;s animal Clinic medical record book,0
11577,Boruto: Jump Festa 2016 Special,6.5
11578,Overlord II,8.01
11579,Kaiketsu Zorori Movie: ZZ no Himitsu,7.33
11580,Hoozuki no Reitetsu 2nd Season,7.91
11581,Juuni Taisen,6.72
11582,Gooorgeous,5.78
11583,Mitsuboshi Colors,7.51
11584,Kino no Tabi: The Beautiful World - The Animated Series,7.6
11585,The iDOLM@STER Million Live! 4th Anniversary PV,6.72
11586,Hibike! Euphonium Movie: Todoketai Melody,7.58
11587,Grimm Douwa Anime Series,5
11588,Kyouiku Eiga-sai Jushou Anime Series,10
11589,"Donten ni Warau Gaiden: Ketsubetsu, Yamainu no Chikai",6.81
11590,Oyayubi-hime,6.75
11591,Hachigatsu Kokonoka Nagasaki,5
11592,Kakusenou Gakushuu Animation,6.5
11593,Saigo no Kuushuu: Kumagaya,6
11594,Zou no Hanako,3.67
11595,Hiroshima no Enoki,5
11596,Hiroshima no Uta,5.56
11597,San Tarou to Kaguya-hime no Koutsuu Anzen,4.67
11598,Zukkoke Sannin-gumi no Jitensha Kyoushitsu,5.29
11599,Zukkoke Sannin-gumi no Bousai Kyoushitsu,5
11600,Tono-sama no Chawan,7.5
11601,Hinamatsuri,6.75
11602,Tanabata Monogatari,0
11603,Christmas Carol,6
11604,Helen to Tomoni: Anne Sullivan,8.67
11605,Ninja Tamamaru,6
11606,Shin Ninja Tamamaru,7
11607,Ninja Tamamaru: Toukaidou Gojuusan-ji,8.67
11608,Ninja Tamamaru: Rule wo Mamotte Koutsuu Anzen! no Maki,5
11609,Haikyuu!! Movie 3: Sainou to Sense,8.01
11610,Haikyuu!! Movie 4: Concept no Tatakai,7.95
11611,Panpaka Pants O New-san,4.43
11612,Africa no Salaryman,5.25
11613,Clione no Akari,5.43
11614,Warau Salesman Episode 0,5.81
11615,Warau Salesman Dai SP-banashi,6
11616,Bleach Colorful!: Gotei Juusan Yatai Daisakusen!,6.62
11617,Youkai Shoujo,4.63
11618,Devilman: Crybaby,8.04
11619,Shin Gakkou no Yuurei,5
11620,Shingeki no Kyotou,6.36
11621,Chirorin Mura Monogatari: Tomkurupii no Jishin Youjin,6.8
11622,Koala-chan no Shouboutai,6.5
11623,Chibi Maruko-chan: Hi no Youjin,5.53
11624,Chibi Maruko-chan: Jishin wo Kangaeru,5.17
11625,Rescue Q-tai no Katsuyaku,4.33
11626,Tottoko Hamtarou no Tottoko Daijida!! Bousai Kunren,5.79
11627,Tottoko Hamtarou no Tottoko Taisetsu!! Koutsuu Rule,6.19
11628,Tat-chan - Momo-chan no Fushigina Taiken,9.5
11629,Luna-tan: 1-mannen no Himitsu,5.43
11630,Kaishain x Sumida Suizokukan Bikkuri! Kai Matsuri CM,4.11
11631,Koukyoushihen Eureka Seven: Hi-Evolution 1,6.22
11632,Koukyoushihen: Eureka Seven - Hi-Evolution 2,0
11633,Koukyoushihen: Eureka Seven - Hi-Evolution 3,0
11634,Space Gundam V,5.58
11635,Taikong Lixianji,5.67
11636,Crayon Shin-chan x Panpaka Pants: Aeon Cinema Manner Movie Collab,5.36
11637,Heisei Matsue Kaidan: Ayashi,4.47
11638,Matsue Kankou Taishi Sanri ga Iku! Matsue Ghost Tour,4.06
11639,Yoshida no Matsue Beauty Daisakusen,6.37
11640,Yoshida no Matsue Beauty Daisakusen Prologue,3.77
11641,Kobayashi-san Chi no Maid Dragon Specials,7.35
11642,Boku wa Ko Zou no Shouboutai,7.5
11643,Nyanta no wo Tanjoubi wa Kaji Sawagi!,4.33
11644,Zukkoke Sannin-gumi no Koutsuu Anzen,3.25
11645,Alan-kun no Koutsuu Rule wo Mamorou ne!,1.75
11646,Quiz de Manabu Pinocchio no Koutsuu Ansen,8
11647,Chounai Shinsengumi wo Tasuke-gumi Mezashi-tai no Koutsuu Anzen Rule wo Mamotte Mezase! Doubutsuen!,0
11648,Momotarou no Koutsuu Anzen Kyoushitsu,6.33
11649,Saru Tarou wa Tobidasa Nai!,5
11650,Kurayami wa Kiken ga Ippai,0
11651,High & Low: G-Sword,5.29
11652,Warau Salesman Tokubetsu Bangumi,5.75
11653,Kimi no Hikari: Asagao to Kase-san.,7.35
11654,Nyani ga Nyandaa Nyandaa Kamen no Koutsuu Anzen,4
11655,Kuunyan no Koutsuu Anzen: Tadashii Jitensha no Nori Kata,10
11656,Saru Tarou Helmet wa Kabutte ne,5.33
11657,Kenta to Nyanta no Kuruma Daisuki!,2
11658,Anzen Kakunin: Kenta to Nyanta no Koutsuu Anzen,2.75
11659,Hajime ni Oboeru Koutsuu Anzen,6
11660,Yuki Daruman no Fuyumichi Koutsuu Anzen,0
11661,Guupa Ouji no Koutsuu Anzen Mamorou wo Yakusoku,5
11662,Karugamo Oyako no Koutsuu Anzen,7.25
11663,Kintarou no Koutsuu Anzen,6
11664,Wagaya no Koutsuu Anzen: Chichi to no Yakusoku,4
11665,Appare! Momotarou no Koutsuu Anzen,5.67
11666,Anzen no Shiteiseki Child Seat,4.22
11667,Ruleman no Koutsuu Anzen,4
11668,Ittekimasu,10
11669,Osakini Douzo Arigatou,3
11670,Ojarumaru no Koutsuu Anzen,5
11671,Kyoro-chan no Koutsuu Anzen,5.6
11672,Daraku Reijou The Animation: Hakoiri Ojousama Netorare Choukyou Kiroku,6.02
11673,3-gatsu no Lion 2nd Season,9.1
11674,Binan Koukou Chikyuu Boueibu LOVE! LOVE! LOVE!,6.85
11675,Gurazeni,5.68
11676,Free! Movie 2: Timeless Medley - Yakusoku,7.74
11677,Maria-sama ga Miteru: Fandisk Special,0
11678,Free!: Take Your Marks,7.81
11679,Hand Shakers: Go ago Go,5.76
11680,Isekai wa Smartphone to Tomo ni.,6.8
11681,The King of Fighters: Destiny,6.8
11682,Planetarium Kamiusagi Rope: Orera Rocket Tobasu tte Maji ssuka!?,5
11683,Kirakira☆Precure A La Mode Movie: Paritto! Omoide no Mille-Feuille!,6.77
11684,Kuroi Hitomi,0
11685,Duan Nao 2,0
11686,Adauchi Karasu,4.75
11687,Kai Feng Kidan Movie,0
11688,Man Tou Riji,6.64
11689,DC Super Heroes vs Taka no Tsume Dan,5.14
11690,Youkai Apartment no Yuuga na Nichijou,7.18
11691,Gakuen Babysitters,7.91
11692,Mobile Suit Gundam: Twilight Axis,5.09
11693,Akita Kenritsu Iburi Gakkou Chuutou-bu,3.71
11694,Akita Kenritsu Iburi Gakkou Chuutou-bu: Web-ban Omake,2
11695,Haikara-san ga Tooru Movie 2: Tokyo Dai Roman,0
11696,Mr. Men Little Miss,4.5
11697,Zannen Onna Kanbu Black General-san,6.08
11698,Vatican Kiseki Chousakan OVA,6.5
11699,Jingisukan no Jin-kun,4.13
11700,Dekiru ka na,4.86
11701,Hitorigurashi no Shougakusei,6.54
11702,Hajimete no Gal OVA,6.48
11703,Dainiji Ura Nyuugakushiken The Animation,6.04
11704,Kuruneko (ONA),6.36
11705,Princess Principal,7.71
11706,Konohana Kitan,7.7
11707,21 Seiki wa Minna ga Shuyaku,7.83
11708,Ken-chan to Bouen Kazoku,5.5
11709,Owarimonogatari 2nd Season,9.02
11710,18if,6.34
11711,Uma Musume: Pretty Derby (TV),7.18
11712,Urahara,5.89
11713,Sengoku Night Blood,6.07
11714,Hatena☆Illusion,0
11715,Time Bokan: Gyakushuu no San Akunin,5.76
11716,Soutai Sekai,6.11
11717,Boku no Hero Academia 2nd Season: Hero Note,7.38
11718,Escape from Tsuki no Uragawa Zoo,5.51
11719,Gravity,5.8
11720,Monsuto Anime: Katsubou no Hate no Risoukyou,6.09
11721,Higanjima X: Aniki,4.9
11722,Shingeki no Kyojin-ten 360° Taikan Theater,6.97
11723,Perestroika,5
11724,Ki wo Tsukeyou: Douro wa Kiken ga Ippai!,5.5
11725,Ponkaman no Animation no Dekiru made,4
11726,Hakkiri Kotowarou: Yuukai Sare Nai zo!,5.5
11727,Asonde Oboeru Gakushuu DVD,3.57
11728,Tanoshii Ekaki Uta,4.4
11729,Nanumu no Ie,4.86
11730,Aru Mori no wo Hanashi: Rururu no Rule,6.2
11731,Youkoso! Ecolo Shima,7.25
11732,Fuyuyasumi da. Zenin Shuugou!,4.6
11733,Ijime Stop! Kintarou Kokoro Chikaramochi,4.33
11734,Kamiusagi Rope x ROPÉ Sisters,3.89
11735,Kodoku no Gourmet,5.17
11736,A-Channel: Nabe wo Tabeyou,6.97
11737,Henkei Shoujo,5.82
11738,Tire Kan x Kamiusagi Rope,5.45
11739,Candle,5.4
11740,Washimo 5th Season,4.2
11741,Happy Seven: The TV Manga - Chibi Chara Moshimo Gekijou,5.5
11742,Ramen Daisuki Koizumi-san,6.51
11743,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,6.27
11744,Chiruran: Nibun no Ichi Special,5.77
11745,Neko Neko Nihonshi 2nd Season,6
11746,Furusato Meguri: Nippon no Mukashibanashi,6.14
11747,Kamiusagi Rope x Tokyo Gas,4.77
11748,Mori no Kaori x Kamiusagi Rope,4.86
11749,Shiseido x Kamiusagi Rope,4.86
11750,Lion x Kamiusagi Rope,5.06
11751,Levain Cup x Kamiusagi Rope,4.5
11752,Kamiusagi Rope & Taka no Tsume Collab Eizou-hen,4.48
11753,Kamiusagi Rope x TOHO Cinemas,4.8
11754,Kamiusagi Rope x TOHO Cinemas (Movies),4.4
11755,Kemono Friends 2,0
11756,"Busou Shoujo Machiavellianism: Doki! ""Goken-darake"" no Ian Ryokou",6.89
11757,ChäoS;Child: Silent Sky,6.69
11758,Mini Rope,4.64
11759,Freaky Highschool,2.08
11760,Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,8.14
11761,Haikyuu!!: Tokushuu! Haru-kou Volley ni Kaketa Seishun,7.49
11762,Tsugaku-ji,0
11763,Tadaima.,0
11764,Saint Seiya: Gold Saints Data File,6.49
11765,Hiyoko no Basket Movie: Last Game 0401,7.39
11766,BOY&#039;s LOVE Nitro+CHiRAL,5.5
11767,Ultrasonico,5.34
11768,Poputepipikku,7.39
11769,Sugai-kun to Kazoku Ishi,5.8
11770,World Fool News (TV) Part II,5.63
11771,Hitori no Shita: The Outcast 2nd Season,7.3
11772,ClassicaLoid 2nd Season,6.47
11773,Musashino!,0
11774,Saenai Heroine no Sodatekata ♭: Koi to Junjou no Service-kai,7.37
11775,Mobile Dog House￥,3.13
11776,Menhera Ayuri no Yamanai Onedari: Headphone wa Hazusenai,6.29
11777,Chein Kuro-Nikuru!! Kanketsu-hen,4.64
11778,Cinderella Girls Gekijou: Kayou Cinderella Theater,6.5
11779,Kemono Friends: Bus-teki,6.84
11780,Marumofubiyori,5.77
11781,SYZ Project,4
11782,Yogen-sha Ikusei Gakuen: Fortune Tellers Academy,4.47
11783,Mori no Yousei: Kinoko no Musume,0
11784,"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",7.92
11785,Kkoma Sinseon Tao,4.5
11786,Kkoma Sinseon Tao 2,4.75
11787,"Eiga Ensetsu ""Seiji no Rinrika"" Gotou Shinpei 1926",4.73
11788,Boku no Oldies wa All Color,5.43
11789,Two on the Road: Itsumo Futari de,4.5
11790,Seikaisuru Kado: Ninovo,6.78
11791,Teekyuu 9,6.73
11792,Otoppe,3.25
11793,Himouto! Umaru-chan R,7.49
11794,Fengshen Bang,4.21
11795,Gi(a)rlish Number Shura,0
11796,Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,8.12
11797,Yousei Land Mukashibanashi,4.05
11798,Yukai na Animal Bus 2nd Season,5.33
11799,Tonpei to Sarukichi,5.72
11800,Kekkaku Yobou,4.91
11801,Ameya Tanuki,3.76
11802,Inaba no Kuni no Usagi-san,5.41
11803,Osekisho,4.26
11804,Saru Kani Gassen (1927),5.64
11805,Oira no Hijouji,5.33
11806,Misemono Kenbutsu,5.1
11807,Rekkoku Rikugun,4.44
11808,Kamishibai Itazura Tanuki no Maki,5.37
11809,Kamishibai Kintarou no Maki,5.21
11810,Hyaku-nengo no Aru Hi,4.98
11811,An Expression,3.85
11812,Manga Revue Haru,5.26
11813,Felix no Meitantei,3.87
11814,?/Sankaku no Rhythm/Trump no Arasoi,5
11815,Propagate,4.79
11816,Rhythm,4.43
11817,Futatsu no Sekai,5.53
11818,Denshin Denrei Denwa,5.32
11819,Ahiru no Ko,5.62
11820,Hortensia Saga: Aoi no Kishidan,6.33
11821,Imouto sae Ireba Ii.,7.54
11822,"Kabuki-bu!: Oogiri ""Chiyocolate-gassen""",5.41
11823,Sin: Nanatsu no Taizai Zange-roku,5.87
11824,Sin: Nanatsu no Taizai Zange-roku Specials,5.9
11825,Jitensha ni Notte.,4.67
11826,Ribbon,5.61
11827,"Donten ni Warau Gaiden: Shukumei, Soutou no Fuuma",0
11828,"Donten ni Warau Gaiden: Ouka, Tenbou no Kakehashi",0
11829,Animegataris,6.63
11830,Yi Wan Nian Yi Hou,5.26
11831,Jakusansei Million Arthur: Forever Kakusansei Million Arthur,4.88
11832,Konbini Kareshi,6.38
11833,Niuniu Elise PV,4.42
11834,Nui Nui Hinobori San Kyoudai,6.13
11835,Neko to Mata,5.24
11836,Residence,6.9
11837,100% Pascal-sensei,5.67
11838,Yo! Daitouryou Trap-kun,4.27
11839,Five Fire Fish,4.79
11840,Hamidashi CoroCoro,5.6
11841,Tobidase!! Buddy-kun,5.07
11842,Jii Coro Comic,3.42
11843,Pa-ri Nezumi-kun,4.45
11844,Chokotto Kamen feat. Inoue Kikuko,3.24
11845,Soushin Shoujo Matoi: Kabushiki Gaisha Knight Busters,6.64
11846,Boku no Hero Academia: Training of the Dead,7.59
11847,"Mon-Soni!: Senritsu no Lucifer, Tada Hitotsu no Hajimari no Uta",6.33
11848,ReLIFE: Kanketsu-hen,8.3
11849,Yuuki Yuuna wa Yuushabu Shozoku 2,6.61
11850,Yuuki Yuuna wa Yuushabu Shozoku 3,6.68
11851,Onsen Musume,0
11852,Isobe Isobee with Nakata Yasutaka de Sourou,4.29
11853,Little Charo 4 Eigo de aruku New York,0
11854,Neko no Robu,5.54
11855,Karadasagashi,5.54
11856,Simoun Special,0
11857,Osake wa Fuufu ni Natte kara,6.94
11858,Dan Fumi no Ohanashi Channel,6.6
11859,Sakai Noriko no Yoiko no Ohanashi Hiroba,7.67
11860,Tanukichi no Ohanashi,5.6
11861,Kaeru wa Kaeru,5.27
11862,Tako no Hone,4.59
11863,Chuukichi wa Kaetta,5
11864,Haha wo Tazunete Sanzenri (Special),5.3
11865,Robinson Crusoe: Mujintou no Bouken,5.83
11866,Yuurei Yashiki,5.5
11867,Hashire Melos,4.35
11868,Boku to Misaki-sensei,7
11869,Teakamamire no Tenshi The Animation,6.52
11870,Yuri!!! on Ice Movie,0
11871,Nanoha Picture Drama,0
11872,Pure Aluminum: Sunoko-tan.,4.23
11873,Shoujo☆Kageki Revue Starlight,0
11874,Velvet Underworld: Fragment Person,6.61
11875,Velvet Underworld: Alternative,4.8
11876,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),7.92
11877,Shampoo Ouji,6.6
11878,Seizei Ganbare! Mahou Shoujo Kurumi,7.28
11879,Hoshi Akari no Concert: Seiza ga Kanaderu Yozora,4.14
11880,Honoo no Haramase Oppai: Ero Appli Gakuen The Animation,7.44
11881,MAFF x Chobitto Zukan,3.29
11882,Sigh,3.33
11883,Dappys,6.56
11884,Deeky & Carina,5.5
11885,Mahou no Yousei Persia: Kaiten Mokuba,5.75
11886,Geisters Movie: Hikari no Shou,3
11887,Geisters Movie: Inochi no Shou,4.29
11888,Stella no Mahou Specials,6.76
11889,Yume Hakonda Randoseru,3.57
11890,Kizunakizu,4.72
11891,Paperman,4.2
11892,Tteodori Kkachi,6.6
11893,Kkachi ae Nalgae,6.5
11894,Mayuge Dance,4.04
11895,Otsukisama Light,3.3
11896,Moufu no Hi,3.15
11897,Nanatsu no Umi,3.73
11898,Tomoyo,4.64
11899,Kaiten Mokuba ni Boku to Neko,4.3
11900,Kaakaa Karasu no Kanzaburou,4
11901,Aotenjou no Clown,3.09
11902,Kaiketsu Zorori,6.58
11903,Slow Start,7.14
11904,Turning Mecard,6.6
11905,Turning Mecard W,5.44
11906,Turning Mecard W Season 2,4.57
11907,Alade Suming Zhi Men,0
11908,Turning Mecard W: Black Mirror ui buhwal,4.17
11909,I My Me! Strawberry Eggs Specials,0
11910,Eievui to Colorful Friends,6.29
11911,Pokemon Daisuki Club,6.26
11912,Ape,5.71
11913,Girl Electric,6
11914,Houseki no Kuni (TV),8.48
11915,Ichigo Chocola Flavor,6.36
11916,Sin: Nanatsu no Taizai - Masani Akuma no Shogyou...,5.36
11917,Shirome-chan no Uta,3.61
11918,Ore to Issho ni Training,2.5
11919,Speed of Youth,0
11920,Koi wo Shita no wa,0
11921,Gundam Build Fighters: Battlogue,6.93
11922,Tsuma ga Onsen de Circle Nakama no Nikubenki ni Natta no Desu ga... Anime Edition,5.82
11923,Ganbare!! Tabuchi-kun!! (ONA),6.5
11924,Nono-chan Theater,5.45
11925,Anime-ban Little★Nicky: Henachoko Akuma Nicky no NY Taikenki,4.89
11926,Gerotan,4.83
11927,Tec & Her Pets,4.5
11928,Oide yo! Mizuryuu Kei Land,7.33
11929,Stella-Rium,0
11930,Jinryoku Senkan!? Shiokaze Sawakaze,5.36
11931,Boku wa Kimi no Namida,0
11932,Watashi to Kotori to Suzu to,0
11933,Toji no Miko,6.35
11934,Aware! Meisaku-kun: DVD Hatsubai Kettei!,3.46
11935,Zton Jingai Animation: A Beautiful Greed Nulu Nulu,6.52
11936,Meiken Lassie: Yume ni Mukatte Hashire!,6.5
11937,Ylion to Callysia,5.86
11938,Raramagi,0
11939,Eigaenzetsu Seiji no rinrika Goto Shinpei 1926,0
11940,Tsuki ga Kirei Recap,6.52
11941,Seikaisuru Kado: Ekwari,6.13
